id,name,age,department,salary,performance_score,years_of_experience,last_promotion_year,location
7024,Faiyaz Master,31,Finance,646917.32,8,29,2021,Delhi
7025,Priyansh Cherian,38,Sales,1364327.81,9,20,2020,Delhi
7026,Shray Sarraf,37,HR,1309180.31,2,28,2021,Hyderabad
7027,Eshani Ben,38,HR,1443778.43,7,4,2023,Chennai
7028,Nitya Sha,57,Finance,333909.04,5,29,2017,Bangalore
7029,Aayush Lanka,34,Marketing,1314056.42,7,19,2020,Chennai
7030,Aaina Kata,58,HR,1274187.31,10,14,2022,Hyderabad
7031,Farhan Dubey,40,Sales,1202741.61,1,32,2016,Mumbai
7032,Vaibhav Date,32,Marketing,1218714.45,1,32,2022,Chennai
7033,Jivin Kulkarni,24,IT,591600.71,7,15,2017,Chennai
7034,Vanya Bhatti,44,Sales,1033386.63,7,28,2016,Chennai
7035,Ivana Thakkar,38,IT,1463565.76,3,21,2018,Delhi
7036,Hansh Cheema,39,Marketing,1318793.04,1,24,2018,Hyderabad
7037,Kabir Arya,35,IT,1267864.51,10,20,2022,Bangalore
7038,Lakshay Bandi,34,IT,1346789.74,5,16,2019,Delhi
7039,Shray Rao,46,Finance,593092.73,5,14,2017,Mumbai
7040,Zain Sama,59,Marketing,481548.46,8,7,2016,Mumbai
7041,Yasmin Bobal,47,Sales,540031.12,3,35,2023,Bangalore
7042,Baiju Bhattacharyya,56,IT,1415010.1,1,19,2018,Mumbai
7043,Dhruv Bains,26,Sales,901158.55,5,10,2015,Delhi
7044,Mishti Gulati,60,IT,773737.75,7,21,2020,Hyderabad
7045,Nirvaan Sarma,25,Marketing,760331.9,5,27,2019,Delhi
7046,Inaaya  Chaudhry,28,IT,480680.81,9,31,2016,Hyderabad
7047,Jayan Ramesh,29,IT,617838.35,10,21,2016,Chennai
7048,Bhavin Sarna,42,Sales,607499.53,7,18,2015,Delhi
7049,Jiya Ben,27,IT,467979.82,10,31,2017,Chennai
7050,Kavya Walia,22,IT,875677.58,5,10,2021,Chennai
7051,Rasha Mangal,30,Finance,753982.37,4,11,2021,Delhi
7052,Kaira Doctor,51,IT,765290.48,1,26,2017,Hyderabad
7053,Vihaan Cherian,28,Sales,659680.59,8,26,2016,Hyderabad
7054,Riaan Sehgal,34,Finance,850715.11,8,4,2016,Chennai
7055,Krish Karan,46,Sales,1242864.97,7,1,2017,Chennai
7056,Prisha Ravi,28,Finance,744816.7,7,3,2015,Chennai
7057,Riaan Madan,58,HR,1298359.78,2,12,2020,Delhi
7058,Zeeshan Randhawa,44,Finance,412686.85,8,24,2016,Mumbai
7059,Samiha Sachdeva,30,Marketing,871310.05,5,35,2016,Chennai
7060,Veer Kurian,22,IT,820635.4,4,25,2016,Hyderabad
7061,Tara Anne,24,Finance,1075269.31,6,23,2017,Bangalore
7062,Lavanya Sodhi,35,Finance,1218721.35,7,7,2023,Bangalore
7063,Taimur Bhardwaj,27,Finance,1131123.83,6,10,2023,Delhi
7064,Aayush Sarna,33,IT,401598.89,9,25,2016,Bangalore
7065,Samarth Saxena,54,Sales,383750.48,7,31,2020,Chennai
7066,Sana Bera,39,Sales,1080127.89,3,14,2017,Delhi
7067,Faiyaz Brahmbhatt,36,Finance,1021408.17,2,24,2018,Bangalore
7068,Piya Behl,27,Finance,551784.42,1,5,2019,Chennai
7069,Abram Bose,57,IT,358172.42,7,24,2015,Bangalore
7070,Riya Tata,32,Marketing,574009.13,8,19,2021,Mumbai
7071,Tanya Shan,57,Sales,784452.06,4,2,2020,Hyderabad
7072,Neelofar Jayaraman,50,IT,814488.0,10,30,2020,Delhi
7073,Hansh Seth,31,Finance,782418.93,8,1,2018,Delhi
7074,Kimaya Grover,57,Sales,922211.43,6,1,2022,Delhi
7075,Hrishita Desai,56,Sales,834093.31,3,18,2017,Delhi
7076,Jiya Barad,48,HR,940506.43,2,8,2015,Bangalore
7077,Inaaya  Gaba,49,Sales,1157981.73,8,2,2020,Bangalore
7078,Ivana Raman,49,IT,781226.06,7,24,2016,Bangalore
7079,Advik Upadhyay,48,Sales,532109.31,5,35,2020,Chennai
7080,Purab Virk,46,Sales,784552.67,1,7,2023,Chennai
7081,Chirag Cheema,28,Marketing,472233.29,7,20,2023,Mumbai
7082,Himmat Sabharwal,35,HR,325078.42,4,16,2017,Hyderabad
7083,Alia Dutta,55,HR,414656.21,7,15,2018,Bangalore
7084,Zara Singhal,45,Marketing,626239.23,6,21,2023,Chennai
7085,Onkar Dhar,31,Finance,703540.9,7,16,2015,Delhi
7086,Urvi Borah,32,IT,590031.27,4,5,2015,Delhi
7087,Eva Deshmukh,45,HR,1425648.26,7,23,2016,Delhi
7088,Miraan Subramaniam,55,Sales,643492.51,10,34,2020,Bangalore
7089,Ayesha Lall,38,HR,572559.2,6,17,2016,Bangalore
7090,Nitya Bhasin,26,Sales,914150.13,3,6,2017,Hyderabad
7091,Taran Kapur,26,IT,760523.32,8,12,2021,Chennai
7092,Tejas Dhar,48,Sales,477797.32,8,26,2020,Delhi
7093,Hansh Bajwa,28,Finance,1290990.94,5,8,2023,Mumbai
7094,Anaya Uppal,46,Finance,432993.11,7,8,2019,Chennai
7095,Nitya Saini,24,Marketing,1028634.06,6,20,2016,Delhi
7096,Keya Madan,60,HR,622883.26,2,12,2021,Bangalore
7097,Mahika Deshmukh,32,IT,1009652.4,1,34,2023,Bangalore
7098,Oorja Bahri,56,IT,1072047.71,1,30,2017,Delhi
7099,Divyansh Lad,36,HR,1307746.99,9,25,2015,Mumbai
7100,Saira Sridhar,52,IT,625504.67,7,10,2017,Chennai
7101,Zeeshan Malhotra,60,Sales,1284783.16,10,22,2015,Hyderabad
7102,Vaibhav Dugar,24,Marketing,310398.74,6,15,2018,Delhi
7103,Pihu Grover,41,Sales,746013.98,6,29,2019,Mumbai
7104,Lavanya Singhal,37,Marketing,1147131.92,10,29,2020,Bangalore
7105,Sara Mander,54,HR,481605.94,10,12,2019,Chennai
7106,Divij Chaudry,45,Marketing,551040.35,5,25,2015,Bangalore
7107,Vaibhav Gupta,24,Marketing,675272.71,6,20,2017,Chennai
7108,Samarth Bajaj,40,Finance,711672.13,1,33,2023,Hyderabad
7109,Nitya Banerjee,37,IT,1188047.39,3,4,2022,Chennai
7110,Rati Dhingra,48,Marketing,783813.08,3,6,2022,Bangalore
7111,Madhav Din,54,IT,1166816.3,3,33,2017,Chennai
7112,Faiyaz Konda,47,Finance,1062651.72,7,22,2020,Hyderabad
7113,Nayantara Choudhury,54,Marketing,917506.33,2,20,2016,Delhi
7114,Divij Tandon,51,Marketing,1063005.95,9,4,2022,Delhi
7115,Ivana Gopal,28,Marketing,577410.02,4,26,2019,Chennai
7116,Kimaya Venkatesh,36,IT,1153157.34,9,16,2015,Delhi
7117,Uthkarsh Maharaj,39,Finance,1411245.18,7,11,2020,Delhi
7118,Zara Raval,53,Sales,461690.78,10,5,2021,Delhi
7119,Jiya Gulati,39,Marketing,743958.44,7,1,2016,Delhi
7120,Pranay Chakraborty,49,IT,1223808.78,8,6,2020,Mumbai
7121,Kiara Vyas,27,Finance,1004507.35,2,33,2019,Hyderabad
7122,Kabir Bhatt,28,Finance,1478356.29,1,23,2017,Hyderabad
7123,Prisha Shan,41,Marketing,1263962.7,8,4,2015,Chennai
7124,Advika Bhandari,35,Sales,669957.47,6,35,2023,Mumbai
7125,Jhanvi Edwin,34,Marketing,407323.37,4,25,2018,Hyderabad
7126,Ishaan Sundaram,56,IT,1089419.26,8,25,2022,Delhi
7127,Anahita Rout,24,Sales,1151810.31,5,14,2017,Delhi
7128,Ishaan Krishnamurthy,49,IT,1211190.71,5,5,2021,Mumbai
7129,Umang Brahmbhatt,29,Finance,557315.91,3,21,2021,Bangalore
7130,Amani Loyal,40,Sales,469735.79,1,28,2023,Hyderabad
7131,Elakshi Vora,49,Marketing,1410812.22,9,28,2018,Delhi
7132,Nitara Garg,29,Marketing,837503.78,7,31,2016,Hyderabad
7133,Lakshay Srinivasan,60,IT,804716.74,6,29,2015,Delhi
7134,Alisha Mandal,41,Sales,1336793.85,9,13,2023,Hyderabad
7135,Lavanya Keer,37,Sales,1008643.68,5,27,2015,Delhi
7136,Nehmat Sangha,36,HR,466573.13,10,13,2018,Mumbai
7137,Advika Shenoy,60,IT,429483.61,1,2,2019,Mumbai
7138,Aarav Bal,38,IT,641307.08,9,2,2023,Delhi
7139,Kiara Brahmbhatt,35,Finance,1254701.76,6,10,2019,Hyderabad
7140,Ishaan Dani,49,IT,667929.65,3,23,2023,Chennai
7141,Tanya Zacharia,35,Marketing,544896.88,8,34,2015,Chennai
7142,Ivana Mangat,33,Finance,751478.44,8,33,2019,Delhi
7143,Vidur Rout,32,HR,1220492.43,8,10,2016,Mumbai
7144,Vivaan Guha,52,Marketing,935132.5,2,11,2020,Mumbai
7145,Dhanush Saraf,52,Sales,1254761.67,5,23,2022,Bangalore
7146,Kartik Viswanathan,22,IT,911676.06,10,34,2016,Hyderabad
7147,Himmat Vig,58,Sales,1217720.25,3,24,2018,Delhi
7148,Kiaan Kulkarni,47,Marketing,726502.82,2,27,2019,Delhi
7149,Baiju Khatri,29,Marketing,769685.08,1,14,2021,Chennai
7150,Nakul Dara,34,HR,993630.69,8,21,2015,Mumbai
7151,Advik Chander,41,HR,735541.55,8,5,2022,Delhi
7152,Shalv Virk,56,Marketing,1330060.71,7,23,2020,Delhi
7153,Dishani Kurian,26,Finance,490373.27,3,33,2021,Delhi
7154,Aayush Kapur,28,Finance,1303649.04,8,28,2021,Delhi
7155,Purab Upadhyay,36,IT,1103050.95,6,12,2017,Hyderabad
7156,Shayak Bava,23,Sales,540163.45,3,28,2018,Delhi
7157,Eshani Soni,46,Finance,1266243.59,5,30,2023,Chennai
7158,Faiyaz Kibe,38,IT,1224200.02,6,14,2018,Hyderabad
7159,Lakshit Krishnan,33,Marketing,571057.71,2,19,2022,Mumbai
7160,Ahana  Mangat,52,Finance,556876.76,7,22,2015,Delhi
7161,Indrajit Shankar,32,Sales,1486162.07,7,28,2019,Delhi
7162,Gokul Deshpande,30,Sales,1166230.7,1,23,2017,Chennai
7163,Advika Sarma,60,IT,1240365.84,6,14,2018,Delhi
7164,Charvi Badami,26,Sales,955986.86,6,26,2020,Mumbai
7165,Elakshi Basu,57,Marketing,1137454.14,8,35,2015,Hyderabad
7166,Zeeshan Sawhney,47,IT,592953.92,5,16,2021,Chennai
7167,Tara Sabharwal,41,Finance,810939.4,6,4,2021,Hyderabad
7168,Gokul Dua,58,Marketing,486027.95,7,2,2015,Mumbai
7169,Jayan Kamdar,45,Sales,1077286.56,8,31,2016,Bangalore
7170,Saanvi Kata,37,Marketing,542074.92,10,9,2021,Chennai
7171,Pranay Bajaj,47,HR,1131187.16,6,2,2020,Mumbai
7172,Divyansh Sachdev,29,IT,1476530.19,3,24,2022,Chennai
7173,Drishya Khurana,33,HR,541742.44,3,30,2020,Delhi
7174,Zoya Hegde,37,Marketing,1273912.69,2,14,2021,Hyderabad
7175,Aarav Walla,30,Marketing,1236091.35,5,30,2015,Hyderabad
7176,Lakshit Chawla,53,Marketing,1285840.28,4,8,2017,Mumbai
7177,Navya Kakar,54,Finance,1351201.94,5,15,2017,Chennai
7178,Kabir Bhat,54,Sales,426990.06,4,13,2023,Chennai
7179,Aradhya Korpal,47,IT,722083.75,3,35,2018,Bangalore
7180,Anaya Seth,40,IT,1227059.08,4,24,2023,Hyderabad
7181,Tarini Ranganathan,55,IT,966410.01,6,31,2020,Bangalore
7182,Adira Bhagat,26,Marketing,791330.72,6,12,2022,Bangalore
7183,Ishita Ramesh,44,HR,701574.96,2,33,2018,Delhi
7184,Shlok Toor,46,Marketing,548013.48,5,18,2020,Chennai
7185,Tiya Sant,30,Finance,978675.34,1,12,2020,Hyderabad
7186,Yashvi Wali,35,Sales,1446655.22,8,22,2023,Bangalore
7187,Dharmajan Dube,28,HR,1471352.64,4,9,2018,Chennai
7188,Neelofar Kohli,58,Sales,1336256.59,8,21,2023,Chennai
7189,Nayantara Dhar,37,IT,548719.32,3,30,2023,Bangalore
7190,Ranbir Kala,40,IT,623592.94,7,33,2022,Delhi
7191,Nishith Kapur,22,IT,524749.37,8,8,2017,Hyderabad
7192,Kabir Saha,54,Finance,969115.37,10,10,2022,Mumbai
7193,Dhanuk Warrior,35,Sales,858210.11,8,12,2018,Chennai
7194,Sumer Saxena,24,Marketing,1348276.68,10,7,2019,Mumbai
7195,Neelofar Savant,37,Sales,720592.85,9,34,2020,Mumbai
7196,Arhaan Wable,45,Sales,555856.19,9,31,2022,Bangalore
7197,Ishita Sandhu,26,Sales,477983.73,3,25,2015,Mumbai
7198,Divyansh Kalla,39,Sales,324570.14,3,19,2018,Mumbai
7199,Vivaan Chakrabarti,34,Marketing,807336.78,1,11,2021,Mumbai
7200,Tejas Ghosh,23,IT,610627.3,4,25,2016,Hyderabad
7201,Adira Mangal,27,Finance,529790.05,5,28,2018,Mumbai
7202,Yashvi Rastogi,23,Sales,977120.25,4,21,2017,Hyderabad
7203,Hrishita Madan,47,IT,797803.28,5,31,2015,Chennai
7204,Oorja Jhaveri,30,HR,576678.81,6,29,2019,Chennai
7205,Samaira Bajaj,37,Marketing,387792.88,1,19,2016,Mumbai
7206,Sana Chaudhry,30,IT,1212315.33,9,10,2016,Chennai
7207,Trisha Bal,25,Sales,815369.57,1,29,2023,Hyderabad
7208,Lagan Bahri,50,Finance,914070.13,10,33,2016,Delhi
7209,Nitya Lanka,40,Finance,1263602.52,2,24,2017,Hyderabad
7210,Trisha Dhingra,60,Sales,463249.27,1,30,2015,Mumbai
7211,Chirag Bala,37,IT,1289842.79,10,10,2018,Chennai
7212,Darshit Deol,56,HR,941705.26,9,7,2022,Mumbai
7213,Arnav Rege,47,Sales,1234574.5,4,27,2023,Bangalore
7214,Jhanvi Dewan,51,Sales,647048.21,4,4,2018,Delhi
7215,Jivin Ravel,25,Finance,349008.03,2,34,2019,Mumbai
7216,Eshani Som,48,Marketing,652681.82,1,12,2015,Hyderabad
7217,Misha Doctor,45,Sales,1149618.76,4,5,2020,Mumbai
7218,Alisha Tara,33,HR,817838.72,4,11,2016,Hyderabad
7219,Shray Korpal,55,HR,1216993.12,7,20,2016,Bangalore
7220,Emir Bajaj,42,IT,1307600.04,6,12,2018,Hyderabad
7221,Romil Toor,31,IT,828472.95,1,24,2019,Bangalore
7222,Ritvik Kannan,42,Marketing,1060761.06,5,6,2019,Bangalore
7223,Mannat Krishnamurthy,32,Marketing,1491556.46,9,35,2019,Bangalore
7224,Divij Bir,50,Finance,1201201.34,1,14,2023,Mumbai
7225,Prerak Kota,22,Marketing,1049819.06,9,14,2021,Hyderabad
7226,Taran Rajagopal,35,Finance,1325544.49,3,18,2015,Delhi
7227,Miraya Maharaj,30,Marketing,1495342.24,10,25,2015,Bangalore
7228,Reyansh Chad,49,HR,1033326.63,1,35,2018,Delhi
7229,Emir Seth,60,IT,1051951.11,1,9,2017,Bangalore
7230,Divyansh Chokshi,24,Sales,855761.23,2,13,2018,Delhi
7231,Arhaan Som,47,Sales,1375927.49,6,1,2022,Hyderabad
7232,Alia Varkey,29,Marketing,1465325.1,3,8,2016,Chennai
7233,Onkar Karan,58,HR,1280299.24,6,34,2015,Delhi
7234,Eva Sen,31,Sales,1424572.51,2,32,2022,Bangalore
7235,Divij Walia,52,Sales,830439.68,1,32,2021,Chennai
7236,Vritika Sule,48,Finance,384013.09,6,15,2018,Hyderabad
7237,Pihu Agarwal,39,Marketing,1464576.86,8,14,2017,Hyderabad
7238,Divij Varma,39,Finance,541932.63,1,32,2020,Chennai
7239,Saanvi Bahl,54,Sales,1126623.1,10,1,2023,Chennai
7240,Tanya Sagar,50,IT,1298960.79,5,1,2018,Bangalore
7241,Amani Mangal,39,Marketing,1440841.01,6,1,2017,Bangalore
7242,Hazel Dash,27,Sales,302402.34,6,33,2015,Chennai
7243,Sumer Deol,35,Sales,1236033.8,10,30,2021,Hyderabad
7244,Nayantara Krishna,35,IT,1205022.48,6,31,2018,Mumbai
7245,Aaina Dhar,23,IT,749902.96,2,15,2023,Bangalore
7246,Zara Tripathi,36,Finance,1362519.31,10,15,2019,Chennai
7247,Zeeshan Shenoy,37,HR,783232.27,6,28,2022,Delhi
7248,Lakshit Mall,48,Finance,795213.47,10,23,2021,Bangalore
7249,Ahana  Sethi,22,Marketing,914838.45,6,2,2019,Bangalore
7250,Aarush Ramesh,52,Sales,1305860.47,9,32,2021,Hyderabad
7251,Samaira Batra,46,HR,880168.84,1,26,2015,Hyderabad
7252,Rasha Balakrishnan,37,HR,386454.85,8,34,2015,Hyderabad
7253,Anvi Chhabra,51,Sales,310802.04,9,14,2017,Mumbai
7254,Shanaya Reddy,36,Sales,331819.61,5,3,2016,Hyderabad
7255,Jhanvi Wason,36,Sales,778223.02,4,22,2019,Chennai
7256,Tushar Mammen,51,Sales,1201043.04,6,27,2017,Bangalore
7257,Vaibhav Mallick,48,Sales,633761.57,4,29,2023,Delhi
7258,Anaya Rattan,37,IT,551162.87,5,27,2021,Bangalore
7259,Saanvi Sagar,49,Finance,694077.14,3,17,2017,Hyderabad
7260,Vaibhav Shetty,48,IT,1186129.65,2,21,2016,Delhi
7261,Ahana  Chander,49,Marketing,374897.65,9,30,2023,Mumbai
7262,Ehsaan Datta,60,Sales,524433.46,7,25,2021,Hyderabad
7263,Riaan Gole,33,IT,1164796.95,1,21,2017,Mumbai
7264,Kanav Rajan,39,Marketing,870335.28,6,35,2021,Mumbai
7265,Darshit Dayal,22,Finance,1065364.15,6,9,2022,Chennai
7266,Alia Kunda,41,Finance,553724.5,8,1,2021,Mumbai
7267,Purab Rao,24,Marketing,815404.82,6,26,2019,Chennai
7268,Aaryahi Mangal,31,Sales,1256013.53,2,13,2023,Mumbai
7269,Nirvaan Kanda,25,HR,1343068.47,10,29,2016,Mumbai
7270,Ojas Ramesh,46,Marketing,965469.41,1,3,2018,Hyderabad
7271,Kimaya Balasubramanian,58,HR,600083.46,5,1,2018,Bangalore
7272,Kavya Keer,52,Sales,1465964.78,2,34,2019,Hyderabad
7273,Ehsaan Sankar,58,HR,327398.22,7,10,2017,Delhi
7274,Yashvi Garg,29,Sales,390928.58,3,25,2020,Bangalore
7275,Samaira Amble,44,IT,808881.66,9,1,2017,Bangalore
7276,Devansh Sule,46,Marketing,968126.58,9,17,2017,Mumbai
7277,Aniruddh Bhalla,56,IT,460426.51,3,8,2017,Mumbai
7278,Biju Balay,48,Finance,1118811.72,9,11,2015,Delhi
7279,Bhamini Saraf,54,HR,949759.11,7,35,2019,Hyderabad
7280,Amira Savant,37,Sales,339069.9,6,14,2021,Bangalore
7281,Azad Chaudhari,37,Marketing,313148.68,1,14,2023,Delhi
7282,Piya Bassi,28,IT,898084.77,1,27,2018,Chennai
7283,Divit Sachdeva,37,IT,865701.79,6,6,2021,Bangalore
7284,Veer Andra,47,Finance,1138818.46,8,9,2019,Hyderabad
7285,Lavanya Saini,55,HR,469015.53,9,25,2017,Delhi
7286,Riaan Walia,46,Finance,1397179.58,2,8,2018,Delhi
7287,Damini Taneja,31,IT,1451633.41,9,7,2020,Delhi
7288,Kimaya Khatri,56,HR,490070.84,8,14,2021,Hyderabad
7289,Rania Banerjee,54,Sales,1005762.51,7,22,2016,Delhi
7290,Samiha Sani,26,Finance,1197064.96,8,27,2021,Hyderabad
7291,Nishith Chada,58,HR,926693.29,9,22,2023,Hyderabad
7292,Nitya Dube,44,Finance,1072831.57,1,28,2020,Delhi
7293,Suhana Choudhury,45,Sales,762157.86,9,4,2018,Hyderabad
7294,Tara De,27,HR,888148.65,5,17,2018,Delhi
7295,Darshit Mammen,38,IT,1412094.47,8,35,2015,Chennai
7296,Kavya Goda,37,Marketing,932109.01,7,25,2015,Delhi
7297,Farhan Ghose,43,IT,904002.24,2,27,2017,Delhi
7298,Zara Bhatia,22,Finance,1302649.03,3,32,2020,Hyderabad
7299,Bhamini Sinha,25,IT,302077.89,10,3,2015,Bangalore
7300,Samaira Lal,40,Finance,1005718.23,6,20,2015,Mumbai
7301,Adira Kale,49,Sales,371205.75,9,33,2020,Delhi
7302,Nitara Mahajan,39,IT,1446856.24,7,15,2015,Hyderabad
7303,Arnav Hegde,31,HR,1352117.4,3,15,2016,Bangalore
7304,Nitara Gokhale,36,Finance,855946.92,1,11,2021,Mumbai
7305,Rati Chaudhary,44,HR,1113354.39,8,1,2018,Hyderabad
7306,Veer Sathe,37,Marketing,1152300.76,3,2,2018,Mumbai
7307,Rania Bhatt,38,Sales,735444.06,5,24,2017,Bangalore
7308,Renee Reddy,23,Finance,481946.74,2,24,2020,Bangalore
7309,Kartik Barad,24,HR,1225584.24,1,18,2019,Hyderabad
7310,Sumer Jha,39,IT,1384086.98,6,2,2018,Hyderabad
7311,Kanav Malhotra,31,Sales,1370798.26,6,11,2020,Bangalore
7312,Charvi Venkataraman,44,IT,376434.84,9,32,2022,Bangalore
7313,Madhav Gara,59,Sales,371030.73,6,8,2021,Bangalore
7314,Nitara Grewal,26,HR,1285299.19,10,33,2023,Delhi
7315,Anaya Cheema,51,HR,747917.98,6,18,2016,Mumbai
7316,Kismat Sem,32,IT,1094116.69,3,20,2022,Mumbai
7317,Yashvi Shankar,38,HR,1203328.1,5,14,2017,Mumbai
7318,Tiya Agate,49,IT,1085183.16,2,21,2020,Delhi
7319,Advik Bajwa,55,IT,543873.52,3,22,2021,Mumbai
7320,Rasha Khurana,29,IT,682076.09,7,6,2015,Bangalore
7321,Hiran Ben,51,Finance,1023098.4,8,24,2016,Delhi
7322,Emir Bassi,43,Sales,836266.25,4,1,2019,Delhi
7323,Zeeshan Talwar,33,Sales,545776.38,1,7,2016,Bangalore
7324,Armaan Khatri,31,Marketing,1034355.9,8,14,2019,Bangalore
7325,Nishith Keer,35,Sales,1007800.67,7,31,2018,Hyderabad
7326,Divit Dara,39,IT,833252.89,6,18,2023,Hyderabad
7327,Kavya Dhillon,26,HR,409566.71,2,23,2020,Mumbai
7328,Pari Sarkar,53,Finance,673857.92,4,17,2020,Hyderabad
7329,Mannat Subramanian,36,IT,1491735.88,7,16,2019,Hyderabad
7330,Khushi Sawhney,33,Marketing,871754.53,2,7,2022,Hyderabad
7331,Mannat Wali,55,HR,1289365.97,8,6,2015,Mumbai
7332,Charvi Ganesh,43,Sales,1492043.09,4,17,2016,Hyderabad
7333,Drishya Hegde,48,HR,583515.09,8,18,2020,Chennai
7334,Arhaan Kakar,45,IT,1204464.97,10,15,2017,Delhi
7335,Riya Chakrabarti,60,IT,634979.69,10,2,2023,Chennai
7336,Heer Sandal,43,Finance,674696.07,8,33,2023,Delhi
7337,Aarush Lata,56,Marketing,385649.52,6,25,2018,Mumbai
7338,Mishti Bhatt,31,Sales,739143.21,5,20,2015,Hyderabad
7339,Amira Vohra,48,HR,586876.03,10,2,2023,Mumbai
7340,Shayak Rao,52,IT,810069.25,9,23,2016,Bangalore
7341,Hrishita Rastogi,48,Finance,1134817.09,1,18,2017,Bangalore
7342,Mohanlal Khanna,50,IT,536321.62,4,30,2023,Hyderabad
7343,Anahita Saini,55,Finance,1192701.66,6,22,2019,Delhi
7344,Heer Chandra,31,Sales,986492.48,7,29,2022,Delhi
7345,Samaira Reddy,60,HR,781101.69,9,3,2023,Delhi
7346,Samiha Shan,39,HR,854204.87,3,13,2018,Delhi
7347,Eshani Lall,35,IT,1177274.85,10,24,2016,Mumbai
7348,Miraya Wali,34,Sales,1221886.71,5,18,2019,Hyderabad
7349,Abram Randhawa,47,Sales,1252589.93,5,34,2021,Delhi
7350,Tara Chad,25,HR,1441903.07,10,35,2022,Bangalore
7351,Emir Jayaraman,51,HR,838377.6,5,3,2020,Bangalore
7352,Rhea Thakkar,25,Sales,721376.2,7,11,2021,Mumbai
7353,Samar Madan,33,Marketing,1441013.23,7,25,2018,Mumbai
7354,Madhup Wadhwa,57,Sales,354290.92,10,17,2020,Delhi
7355,Siya Sani,55,Finance,331786.69,10,19,2023,Delhi
7356,Badal Dugal,56,IT,940307.5,3,27,2018,Bangalore
7357,Vardaniya Chakraborty,60,IT,873434.89,3,25,2016,Hyderabad
7358,Anvi Bal,31,HR,1497979.04,7,5,2022,Bangalore
7359,Amani Goel,47,Marketing,1270859.2,10,23,2021,Hyderabad
7360,Raunak Gole,43,Marketing,835150.53,8,15,2022,Mumbai
7361,Mannat Sur,41,HR,455927.13,9,12,2023,Hyderabad
7362,Ryan Gera,41,Marketing,376208.82,7,5,2020,Hyderabad
7363,Lavanya Amble,51,HR,599933.09,6,2,2019,Hyderabad
7364,Dhanush Shetty,37,Finance,382301.87,5,4,2017,Hyderabad
7365,Aarav Shan,29,IT,865205.88,9,5,2016,Delhi
7366,Eva Rattan,55,HR,1154579.84,9,33,2023,Mumbai
7367,Raghav Toor,36,Sales,524342.18,4,13,2022,Bangalore
7368,Chirag Wagle,60,Finance,1408947.58,1,29,2018,Bangalore
7369,Tarini Date,46,IT,587056.1,3,15,2023,Bangalore
7370,Abram Sehgal,48,Sales,984811.11,10,27,2018,Mumbai
7371,Yuvaan Kunda,53,Sales,1114767.94,1,26,2022,Hyderabad
7372,Eshani Raja,44,Sales,1428367.0,3,34,2023,Chennai
7373,Baiju Dugar,45,Sales,702004.32,10,23,2018,Delhi
7374,Alia Bali,29,Marketing,500288.7,9,25,2021,Chennai
7375,Trisha Ranganathan,41,Sales,334009.15,5,16,2021,Hyderabad
7376,Jivin Roy,51,HR,1154840.82,7,4,2022,Chennai
7377,Vihaan Ravi,40,HR,1055879.94,2,12,2019,Chennai
7378,Farhan Gaba,25,HR,472770.79,8,10,2017,Mumbai
7379,Dhruv Vala,48,HR,1323087.36,3,34,2023,Delhi
7380,Sahil Dey,58,Finance,355519.48,5,8,2021,Hyderabad
7381,Divit Lad,42,IT,413090.12,10,31,2016,Chennai
7382,Tushar Bains,31,HR,751244.8,9,1,2022,Mumbai
7383,Siya Batta,57,IT,632025.35,1,16,2017,Chennai
7384,Vanya Yohannan,23,Finance,481831.11,10,32,2019,Mumbai
7385,Elakshi Biswas,48,Finance,998175.08,3,11,2016,Mumbai
7386,Rati Apte,48,HR,1160749.58,7,28,2021,Chennai
7387,Raunak Salvi,38,HR,486135.38,7,8,2015,Chennai
7388,Amira Sekhon,55,HR,490264.44,1,27,2016,Hyderabad
7389,Raghav Ray,34,Finance,473328.67,8,17,2019,Chennai
7390,Mohanlal Hayre,26,IT,1243747.62,9,31,2020,Delhi
7391,Kashvi Bhalla,48,HR,860269.62,4,24,2022,Delhi
7392,Misha Bera,44,HR,498378.57,6,11,2019,Bangalore
7393,Ranbir Vora,46,HR,688066.57,7,25,2015,Bangalore
7394,Ivana Basu,27,Marketing,873051.47,6,7,2023,Mumbai
7395,Mishti Balan,26,IT,1233590.73,2,35,2015,Delhi
7396,Manjari Devi,43,IT,1470983.07,5,16,2022,Delhi
7397,Mahika Dyal,40,IT,592537.5,7,3,2019,Mumbai
7398,Ira Swaminathan,42,HR,1198441.86,2,21,2023,Mumbai
7399,Nitara Sekhon,57,Marketing,664588.28,10,31,2015,Hyderabad
7400,Yuvaan Roy,42,HR,372036.25,2,20,2018,Delhi
7401,Rohan Dara,25,Sales,966673.2,3,35,2023,Chennai
7402,Saanvi Kaul,52,IT,846654.0,9,34,2017,Mumbai
7403,Vivaan Sundaram,46,Marketing,1327358.74,7,33,2018,Hyderabad
7404,Lakshay Vig,29,Marketing,1443106.28,1,5,2017,Delhi
7405,Divit Sharaf,52,IT,1499907.3,1,2,2015,Delhi
7406,Anay Yogi,30,Marketing,448196.96,3,32,2020,Bangalore
7407,Shaan Toor,37,HR,935334.77,9,21,2020,Delhi
7408,Kiara Kanda,52,Marketing,368684.23,4,15,2021,Delhi
7409,Fateh Char,52,Finance,684202.37,7,22,2016,Chennai
